epoch,lr,train_loss,train_iou,train_dice,train_pixel_acc,val_loss,val_iou,val_dice,val_pixel_acc,epoch_time_s
21,0.0001,0.4136599677224313,0.13674857827924913,0.21401498827242083,0.9934766061844365,0.41768905094691683,0.1295326394694192,0.20794035920075007,0.9934379543576922,45.2
22,0.0001,0.4096625899114916,0.1424661670481005,0.22334056900393578,0.9933183385479835,0.4172951706818172,0.1323748677968979,0.21227266107286727,0.9928666949272156,48.2
23,0.0001,0.41481430492093485,0.13455319957387063,0.2113272028584634,0.9934978023652108,0.4193183055945805,0.1292257457971573,0.20789591116564615,0.9923658626420158,44.6
24,0.0001,0.4096410668665363,0.14291061845517927,0.2228660919973927,0.993474095098434,0.4174798343862806,0.13155897493873323,0.2113801964691707,0.9931716322898865,41.2
25,0.0001,0.40901974612666714,0.1429256438728302,0.22333339577721012,0.9935460532865217,0.4169758004801614,0.1314656553523881,0.21004513757569448,0.9934643592153277,41.4
26,0.0001,0.40260203999857747,0.15161422760255874,0.23681325104928785,0.9936319897251744,0.4162359748567854,0.13421317615679332,0.21374543011188507,0.9933287245886666,41.0
27,0.0001,0.40588055502983833,0.14746465269596346,0.2304200280097223,0.9935600796053486,0.4178551435470581,0.12988402375153132,0.20747412741184235,0.9935653976031712,44.1
28,0.0001,0.4015314627078272,0.1531867697354286,0.23836337895162643,0.9938494582330027,0.41776942355292185,0.13136378143514907,0.20950696723801748,0.993118303162711,44.9
29,0.0001,0.40863720255513347,0.14375187961324568,0.22336626293197756,0.9936740840634992,0.416902882712228,0.1313063566173826,0.2097175738641194,0.9933084079197475,42.4
30,0.0001,0.3993823095675438,0.1563780877378679,0.24217107507490343,0.9938887588439449,0.4190746716090611,0.12923138588666916,0.2043117263487407,0.9939271977969578,41.0
31,0.0001,0.4044929233289534,0.14912335310251482,0.2323085896430477,0.9936907849004192,0.416790919644492,0.1316113748720714,0.2102607169321605,0.993499721799578,40.3
32,5e-05,0.39606757894639044,0.1612465343167705,0.2502743101889087,0.9938206614986542,0.4161254039832524,0.13301229264054978,0.21186937178884233,0.9935119833265033,37.6
33,5e-05,0.39255980522401873,0.1675874139032056,0.25769857245106853,0.9939507822836599,0.4158175800527845,0.13401527277060918,0.2138734268290656,0.99300274678639,38.5
34,5e-05,0.39465917118134036,0.1635720080906345,0.25204166577708337,0.9940196910212117,0.41759300231933594,0.1294934983764376,0.2062809978212629,0.9937892045293536,44.3
35,5e-05,0.3940811830182229,0.16481927517921693,0.2533236929485875,0.9940692359401334,0.415893018245697,0.13343206260885512,0.21251087316444942,0.9933492456163678,42.9
36,5e-05,0.39129597717715847,0.16843912534175381,0.2594499535137607,0.9941121128297621,0.4143139805112566,0.13532253141914094,0.21536498623234884,0.9935563887868609,41.3
37,5e-05,0.3979590833187103,0.15896238002084917,0.24552351717026002,0.993992067152454,0.4149607675416129,0.13458304000752314,0.21386164001056127,0.9936453104019165,44.9
38,5e-05,0.3904893167557255,0.1697110826930692,0.2603865828244917,0.994134133861911,0.41700874056134907,0.13180761677878244,0.20911316573619843,0.9938791905130658,42.2
39,5e-05,0.39260105067683804,0.1661991140534801,0.25493599474430084,0.9942576577586513,0.41616906438555035,0.13204237180096762,0.20917441802365438,0.9940787213189262,40.7
40,5e-05,0.3930459330158849,0.16608407420496787,0.2553943967626941,0.9940465304159349,0.41697752475738525,0.1312622662101473,0.2077086078269141,0.9941387176513672,40.9
41,5e-05,0.39138276634677766,0.16840199212874135,0.2581747188683479,0.994061085485643,0.4180014431476593,0.1297481581568718,0.20526456832885742,0.9941888196127755,40.9
42,2.5e-05,0.3884222497863154,0.17276816070079803,0.2645577509557047,0.9942325872759665,0.4157196751662663,0.13330493441649846,0.21137869570936477,0.9937512959752764,42.4
43,2.5e-05,0.38499831191955075,0.17726876033890632,0.27091145467373634,0.9943019824643289,0.4157214037009648,0.13386433571577072,0.21270209763731276,0.9936028293200901,44.2
44,2.5e-05,0.3867760242954377,0.17487735133017263,0.2668608566445689,0.9943545479928294,0.4164098926952907,0.13180138702903474,0.20971303752490453,0.993774950504303,43.0
45,2.5e-05,0.3840276377816354,0.17951494263064477,0.27386795176613715,0.9942901076809052,0.416558529649462,0.13157160260847636,0.2088732463972909,0.9938387615340096,40.6
46,2.5e-05,0.38420884455403975,0.1794612729741681,0.2735415884564,0.9941650186815569,0.41623495732034954,0.13289648933070047,0.21125497349670955,0.9937896302768162,39.3
