epoch,lr,train_loss,train_iou,train_dice,train_pixel_acc,val_loss,val_iou,val_dice,val_pixel_acc,epoch_time_s
24,0.0001,0.40911238284214685,0.5762248272481172,0.701336092275122,0.9815661803535793,0.41838244199752805,0.5651556193828583,0.6988331764936447,0.9807071208953857,10.9
25,0.0001,0.39944298630175384,0.5867870644382809,0.7115781598764918,0.9823383663011633,0.39696040451526643,0.6132567286491394,0.7299984484910965,0.9859693050384521,11.0
26,0.0001,0.3921623229980469,0.5805881729592448,0.7060145709825598,0.9814508686894956,0.3952543348073959,0.5765781253576279,0.7080452471971512,0.9820579051971435,11.3
27,0.0001,0.383642399440641,0.5800032071445299,0.7059973918873331,0.981853609499724,0.3850010484457016,0.6142653346061706,0.7308609336614609,0.9859251618385315,11.0
28,5e-05,0.3750047832727432,0.5892824848061022,0.7145669939725295,0.9829139294831649,0.3764533162117004,0.6273744285106659,0.7484688699245453,0.9866218864917755,11.0
29,5e-05,0.3661776936572531,0.6055118972840516,0.730021595954895,0.9840636460677438,0.37835302352905276,0.6143892675638198,0.7404555737972259,0.984571921825409,11.1
30,5e-05,0.3613864649897036,0.6132501739522686,0.7383512621340544,0.9842392050701639,0.3642916172742844,0.6285593211650848,0.7476870238780975,0.9864196002483367,11.4
31,5e-05,0.35844166576862335,0.6080911029940066,0.7307118617970011,0.9839910838914954,0.3688772261142731,0.6230501472949982,0.7485622048377991,0.9850007236003876,12.3
32,5e-05,0.3536237977121187,0.6110046577194462,0.7337626814842224,0.9847192764282227,0.35429551601409914,0.6289170026779175,0.7519507884979248,0.9860261440277099,11.1
33,5e-05,0.3483314099519149,0.6152476525825002,0.7388121822605962,0.9843919588171918,0.353431710600853,0.622350412607193,0.7457556366920471,0.986350417137146,11.7
34,5e-05,0.34404098015764484,0.6092896979788075,0.7302218636740809,0.984277227650518,0.35513060390949247,0.6135979205369949,0.7401039123535156,0.9845178365707398,11.3
35,5e-05,0.34232212084790936,0.6182177468486454,0.7428375638049581,0.9845752716064453,0.350443696975708,0.5955858826637268,0.7266059279441833,0.9832346022129059,11.4
36,5e-05,0.33580139603303827,0.6175750966953195,0.7389234343300695,0.9844457792199176,0.3420527011156082,0.6453406125307083,0.766524338722229,0.9876147985458374,11.2
37,5e-05,0.3321008691969125,0.6154634045517963,0.7360646504422893,0.9849513924640158,0.33432566225528715,0.6446087807416916,0.765459406375885,0.9875518560409546,11.6
38,5e-05,0.3255982625743617,0.6267421297405077,0.7493475533050039,0.9851211050282354,0.3330821365118027,0.6226635068655014,0.7478841960430145,0.9854739665985107,11.0
39,5e-05,0.32359181409296783,0.6133072130058123,0.7355189751023832,0.9846614754718283,0.3328757852315903,0.6072741895914078,0.735359388589859,0.9848248362541199,11.4
40,5e-05,0.31478595020978345,0.6257383590159209,0.7476696009221284,0.9855661392211914,0.3221770912408829,0.6538711786270142,0.772072833776474,0.9881139814853668,11.1
41,5e-05,0.3082714395030685,0.6311291851427244,0.7518403374630472,0.9859522529270338,0.3189100742340088,0.6318759441375732,0.7557211518287659,0.9863056242465973,11.7
42,5e-05,0.3063553218608317,0.6308678563522256,0.7527719062307606,0.9861411633698837,0.31314591467380526,0.655463045835495,0.7746403694152832,0.9882162928581237,11.0
43,5e-05,0.30197694832864014,0.6323025531095007,0.7531767902166947,0.9859417625095533,0.31368001103401183,0.6247093886137008,0.7512232422828674,0.9855963051319122,12.4
44,5e-05,0.3018098207919494,0.6212449449559917,0.7401622093242147,0.98519636237103,0.3077795684337616,0.6586946845054626,0.7762282490730286,0.9880731880664826,11.4
45,5e-05,0.29464473445778305,0.6363753598669301,0.7564541451309038,0.9862514993418818,0.30036728233098986,0.6417521923780442,0.7643796980381012,0.9871091365814209,11.3
46,5e-05,0.29180050641298294,0.6328808010920234,0.7527271185232245,0.9858237142148225,0.2957924634218216,0.6608417987823486,0.778364109992981,0.9886267304420471,11.1
47,5e-05,0.28542276471853256,0.6384448713582495,0.7599453498487887,0.9864989156308381,0.2901057109236717,0.6637860387563705,0.7811507821083069,0.988296514749527,11.7
48,5e-05,0.2816331286145293,0.6380390945983969,0.7577681943126346,0.9863289542820143,0.287950387597084,0.6582675814628601,0.7758028328418731,0.9879884481430053,12.2
49,5e-05,0.2776501625776291,0.6374664073405059,0.7569185210310895,0.9866214835125467,0.2826631531119347,0.6595035552978515,0.7775336027145385,0.9882309556007385,11.3
50,5e-05,0.2739642145841018,0.6420512017996415,0.7633475985216058,0.9863554498423701,0.28015345633029937,0.6642176330089569,0.7832563936710357,0.98841313123703,11.2
